,index,year,day,date,oTime,pTime,sTime,spTime,distance,quality,type,oTimeUTC,endTime,max_of_dur_cont
415,419,2010,128,2010-05-08,22:23:28.260,22:23:47.000,22:24:0.900,13.9,113.70673,A,L,2010-05-08T22:23:28.260000Z,2010-05-08T22:24:14.258000Z,0 days 00:01:30
416,420,2010,121,2010-05-01,05:23:52.538,05:23:57.600,05:24:1.354,3.754,29.08644,B,L,2010-05-01T05:23:52.538000Z,2010-05-01T05:24:47.635000Z,0 days 00:01:30
417,421,2010,117,2010-04-27,18:48:23.643,18:48:37.800,18:48:48.300,10.5,84.37275,A,L,2010-04-27T18:48:23.643000Z,2010-04-27T18:49:05.842000Z,0 days 00:01:30
418,422,2010,117,2010-04-27,07:45:05.925,07:45:20.494,07:45:31.300,10.806,86.97248,A,L,2010-04-27T07:45:05.925000Z,2010-04-27T07:45:47.430000Z,0 days 00:01:30
419,423,2010,111,2010-04-21,03:46:40.053,03:46:58.700,03:47:12.531,13.831,113.10163,A,L,2010-04-21T03:46:40.053000Z,2010-04-21T03:47:42.351000Z,0 days 00:01:30
420,424,2010,110,2010-04-20,03:19:40.893,03:20:57.010,03:21:53.468,56.458,564.20234,B,R,2010-04-20T03:19:40.893000Z,2010-04-20T03:22:47.882000Z,0 days 00:03:06.989000
421,425,2010,108,2010-04-18,09:38:27.157,09:38:33.727,09:38:38.600,4.873,37.98888,A,L,2010-04-18T09:38:27.157000Z,2010-04-18T09:38:54.729000Z,0 days 00:01:30
422,426,2010,106,2010-04-16,10:03:14.855,10:03:34.000,10:03:48.200,14.2,116.3423,C,L,2010-04-16T10:03:14.855000Z,2010-04-16T10:04:20.860000Z,0 days 00:01:30
423,427,2010,106,2010-04-16,03:20:26.478,03:20:40.500,03:20:50.900,10.4,83.5249,B,L,2010-04-16T03:20:26.478000Z,2010-04-16T03:21:05.978000Z,0 days 00:01:30
424,428,2010,91,2010-04-01,16:15:14.817,16:15:34.041,16:15:48.300,14.259,116.86154,B,L,2010-04-01T16:15:14.817000Z,2010-04-01T16:16:05.776000Z,0 days 00:01:30
425,429,2010,89,2010-03-30,01:54:05.781,01:54:24.911,01:54:39.100,14.189,116.24553,B,L,2010-03-30T01:54:05.781000Z,2010-03-30T01:55:10.869000Z,0 days 00:01:30
426,430,2010,80,2010-03-21,11:54:13.304,11:54:28.000,11:54:38.900,10.9,87.77269,B,L,2010-03-21T11:54:13.304000Z,2010-03-21T11:54:49.801000Z,0 days 00:01:30
427,431,2010,77,2010-03-18,18:47:54.692,18:48:17.000,18:48:33.546,16.546,137.21696,C,L,2010-03-18T18:47:54.692000Z,2010-03-18T18:48:59.694000Z,0 days 00:01:30
428,432,2010,57,2010-02-26,16:38:49.985,16:39:10.300,16:39:25.368,15.068,124.0111,A,L,2010-02-26T16:38:49.985000Z,2010-02-26T16:39:42.682000Z,0 days 00:01:30
429,433,2010,55,2010-02-24,14:44:20.993,14:44:36.786,14:44:48.500,11.714,94.73365,A,L,2010-02-24T14:44:20.993000Z,2010-02-24T14:45:19.206000Z,0 days 00:01:30
430,434,2010,51,2010-02-20,00:41:19.356,00:41:33.850,00:41:44.600,10.75,86.49611,B,L,2010-02-20T00:41:19.356000Z,2010-02-20T00:42:15.506000Z,0 days 00:01:30
431,435,2010,48,2010-02-17,07:54:25.528,07:54:40.550,07:54:51.692,11.142,89.83627,B,L,2010-02-17T07:54:25.528000Z,2010-02-17T07:55:04.728000Z,0 days 00:01:30
432,436,2010,47,2010-02-16,12:06:02.634,12:06:18.100,12:06:29.571,11.471,92.64971,A,L,2010-02-16T12:06:02.634000Z,2010-02-16T12:06:40.387000Z,0 days 00:01:30
433,437,2010,47,2010-02-16,06:42:16.341,06:42:31.200,06:42:42.221,11.021,88.80385,A,L,2010-02-16T06:42:16.341000Z,2010-02-16T06:43:07.140000Z,0 days 00:01:30
434,438,2010,40,2010-02-09,02:51:53.872,02:52:14.500,02:52:29.800,15.3,126.07169,A,L,2010-02-09T02:51:53.872000Z,2010-02-09T02:52:36.421000Z,0 days 00:01:30
435,439,2010,24,2010-01-24,13:18:15.155,13:19:52.912,13:21:5.421,72.509,774.18464,,R,2010-01-24T13:18:15.155000Z,2010-01-24T13:23:38.240000Z,0 days 00:05:23.085000
436,440,2010,22,2010-01-22,00:46:56.789,00:48:33.221,00:49:44.746,71.526,760.6922,B,R,2010-01-22T00:46:56.789000Z,2010-01-22T00:52:08.018000Z,0 days 00:05:11.229000
437,441,2010,21,2010-01-21,09:51:13.922,09:52:33.469,09:53:32.471,59.002,596.01963,,R,2010-01-21T09:51:13.922000Z,2010-01-21T09:52:38.106000Z,0 days 00:01:30
438,442,2010,20,2010-01-20,16:55:23.075,16:56:54.488,16:58:2.302,67.809,710.42023,A,R,2010-01-20T16:55:23.075000Z,2010-01-20T17:00:56.582000Z,0 days 00:05:33.507000
439,443,2010,18,2010-01-18,15:56:09.321,15:57:46.470,15:58:58.528,72.058,767.98485,B,R,2010-01-18T15:56:09.321000Z,2010-01-18T16:03:07.850000Z,0 days 00:06:58.529000
440,444,2010,5,2010-01-05,11:23:22.521,11:23:53.800,11:24:17.000,23.2,198.97526,A,L,2010-01-05T11:23:22.521000Z,2010-01-05T11:24:39.721000Z,0 days 00:01:30
441,445,2010,4,2010-01-04,06:29:01.141,06:29:24.600,06:29:42.000,17.4,144.93226,A,L,2010-01-04T06:29:01.141000Z,2010-01-04T06:30:29.541000Z,0 days 00:01:30
442,446,2010,4,2010-01-04,01:50:40.988,01:51:6.200,01:51:24.900,18.7,156.79613,A,L,2010-01-04T01:50:40.988000Z,2010-01-04T01:51:59.788000Z,0 days 00:01:30
443,447,2010,3,2010-01-03,00:39:00.141,00:39:23.600,00:39:41.000,17.4,144.93226,B,L,2010-01-03T00:39:00.141000Z,2010-01-03T00:40:23.541000Z,0 days 00:01:30
444,448,2009,365,2009-12-31,15:00:18.675,15:00:43.550,15:01:2.000,18.45,154.50344,A,L,2009-12-31T15:00:18.675000Z,2009-12-31T15:01:41.124000Z,0 days 00:01:30
445,449,2009,363,2009-12-29,11:08:51.350,11:09:45.167,11:10:25.084,39.917,370.77561,B,R,2009-12-29T11:08:51.350000Z,2009-12-29T11:12:05.182000Z,0 days 00:03:13.832000
446,450,2009,360,2009-12-26,20:49:11.234,20:49:35.300,20:49:53.150,17.85,149.02269,B,L,2009-12-26T20:49:11.234000Z,2009-12-26T20:50:30.933000Z,0 days 00:01:30
447,451,2009,354,2009-12-20,14:13:29.376,14:14:0.900,14:14:24.282,23.382,200.71748,A,L,2009-12-20T14:13:29.376000Z,2009-12-20T14:14:51.475000Z,0 days 00:01:30
448,452,2009,354,2009-12-20,04:33:34.613,04:33:56.880,04:34:13.396,16.516,136.94706,A,L,2009-12-20T04:33:34.613000Z,2009-12-20T04:34:58.731000Z,0 days 00:01:30
449,453,2009,353,2009-12-19,09:01:14.653,09:01:48.596,09:02:13.772,25.176,218.04172,B,R,2009-12-19T09:01:14.653000Z,2009-12-19T09:02:50.054000Z,0 days 00:01:35.401000
450,454,2009,353,2009-12-19,05:36:28.325,05:37:0.666,05:37:24.654,23.988,206.53881,A,R,2009-12-19T05:36:28.325000Z,2009-12-19T05:39:22.658000Z,0 days 00:02:54.333000
451,455,2009,340,2009-12-06,20:32:07.956,20:33:18.880,20:34:11.490,52.609,517.11646,B,R,2009-12-06T20:32:07.956000Z,2009-12-06T20:33:43.073000Z,0 days 00:01:35.117000
452,456,2009,340,2009-12-06,18:44:12.559,18:45:23.091,18:46:15.407,52.313,513.53674,B,R,2009-12-06T18:44:12.559000Z,2009-12-06T18:45:31.816000Z,0 days 00:01:30
453,457,2009,330,2009-11-26,15:09:17.161,15:10:36.760,15:11:35.805,59.043,596.5365,A,R,2009-11-26T15:09:17.161000Z,2009-11-26T15:14:37.399000Z,0 days 00:05:20.238000
454,458,2009,315,2009-11-11,09:51:06.634,09:52:19.559,09:53:13.650,54.09,535.07983,A,R,2009-11-11T09:51:06.634000Z,2009-11-11T09:55:26.075000Z,0 days 00:04:19.441000
455,459,2009,312,2009-11-08,06:51:12.891,06:51:49.961,06:52:17.456,27.496,240.85295,A,R,2009-11-08T06:51:12.891000Z,2009-11-08T06:54:02.930000Z,0 days 00:02:50.039000
456,460,2009,311,2009-11-07,07:10:03.233,07:10:35.576,07:10:59.564,23.988,206.54152,A,R,2009-11-07T07:10:03.233000Z,2009-11-07T07:12:11.656000Z,0 days 00:02:08.423000
457,461,2009,307,2009-11-03,05:25:06.613,05:26:21.351,05:27:16.787,55.436,551.57007,A,R,2009-11-03T05:25:06.613000Z,2009-11-03T05:29:42.261000Z,0 days 00:04:35.648000
458,462,2009,305,2009-11-01,08:33:16.301,08:34:4.754,08:34:40.690,35.938,327.71899,B,R,2009-11-01T08:33:16.301000Z,2009-11-01T08:35:45.547000Z,0 days 00:02:29.246000
459,463,2009,302,2009-10-29,07:25:42.062,07:26:24.895,07:26:56.665,31.77,284.0747,B,R,2009-10-29T07:25:42.062000Z,2009-10-29T07:29:14.165000Z,0 days 00:03:32.103000
460,464,2009,245,2009-09-02,01:30:31.529,01:30:50.000,01:31:3.700,13.7,111.95393,B,L,2009-09-02T01:30:31.529000Z,2009-09-02T01:32:13.928000Z,0 days 00:01:42.399000
461,465,2009,244,2009-09-01,17:45:12.151,17:45:30.150,17:45:43.500,13.35,108.89475,A,L,2009-09-01T17:45:12.151000Z,2009-09-01T17:46:10.000000Z,0 days 00:01:30
462,466,2009,242,2009-08-30,02:10:53.238,02:11:10.900,02:11:24.000,13.1,106.71601,C,L,2009-08-30T02:10:53.238000Z,2009-08-30T02:11:36.737000Z,0 days 00:01:30
463,467,2009,241,2009-08-29,22:37:57.368,22:38:15.300,22:38:28.600,13.3,108.45857,A,L,2009-08-29T22:37:57.368000Z,2009-08-29T22:38:47.065000Z,0 days 00:01:30
464,468,2009,241,2009-08-29,20:53:47.361,20:54:3.115,20:54:14.800,11.685,94.48469,A,L,2009-08-29T20:53:47.361000Z,2009-08-29T20:54:39.245000Z,0 days 00:01:30
465,469,2009,241,2009-08-29,15:25:23.424,15:25:38.282,15:25:49.302,11.02,88.79533,C,L,2009-08-29T15:25:23.424000Z,2009-08-29T15:26:02.341000Z,0 days 00:01:30
466,470,2009,241,2009-08-29,06:36:27.014,06:36:42.350,06:36:53.725,11.375,91.82782,C,L,2009-08-29T06:36:27.014000Z,2009-08-29T06:37:17.664000Z,0 days 00:01:30
467,471,2009,241,2009-08-29,03:34:07.178,03:34:22.750,03:34:34.300,11.55,93.32666,A,L,2009-08-29T03:34:07.178000Z,2009-08-29T03:34:51.727000Z,0 days 00:01:30
468,472,2009,237,2009-08-25,20:53:09.705,20:53:27.300,20:53:40.350,13.05,106.2809,B,L,2009-08-25T20:53:09.705000Z,2009-08-25T20:53:53.403000Z,0 days 00:01:30
469,473,2009,237,2009-08-25,03:21:04.853,03:21:21.669,03:21:34.141,12.472,101.26649,B,L,2009-08-25T03:21:04.853000Z,2009-08-25T03:21:43.184000Z,0 days 00:01:30
470,474,2009,235,2009-08-23,18:25:37.712,18:25:54.700,18:26:7.300,12.6,102.3745,A,L,2009-08-23T18:25:37.712000Z,2009-08-23T18:26:38.012000Z,0 days 00:01:30
471,475,2009,234,2009-08-22,14:32:39.686,14:33:17.436,14:33:45.436,28.0,245.868,B,R,2009-08-22T14:32:39.686000Z,2009-08-22T14:33:52.249000Z,0 days 00:01:30
472,476,2009,233,2009-08-21,13:39:56.712,13:41:38.440,13:42:53.894,75.454,815.09488,A,R,2009-08-21T13:39:56.712000Z,2009-08-21T13:45:48.272000Z,0 days 00:05:51.560000
473,477,2009,233,2009-08-21,02:13:53.357,02:15:20.275,02:16:24.744,64.469,666.26,,R,2009-08-21T02:13:53.357000Z,2009-08-21T02:15:46.282000Z,0 days 00:01:52.925000
474,478,2009,232,2009-08-20,21:28:40.995,21:28:58.522,21:29:11.522,13.0,105.846,B,L,2009-08-20T21:28:40.995000Z,2009-08-20T21:29:22.072000Z,0 days 00:01:30
475,479,2009,231,2009-08-19,01:10:06.898,01:10:34.537,01:10:55.037,20.5,173.46075,B,L,2009-08-19T01:10:06.898000Z,2009-08-19T01:11:00.910000Z,0 days 00:01:30
476,480,2009,228,2009-08-16,07:49:42.778,07:49:59.154,07:50:11.300,12.146,98.45086,A,L,2009-08-16T07:49:42.778000Z,2009-08-16T07:52:32.623000Z,0 days 00:02:49.845000
477,481,2009,220,2009-08-08,19:52:51.126,19:52:57.800,19:53:2.750,4.95,38.6054,B,L,2009-08-08T19:52:51.126000Z,2009-08-08T19:53:18.325000Z,0 days 00:01:30
478,482,2009,219,2009-08-07,09:06:22.894,09:06:30.000,09:06:35.270,5.27,41.17294,A,L,2009-08-07T09:06:22.894000Z,2009-08-07T09:06:49.893000Z,0 days 00:01:30
479,483,2009,216,2009-08-04,16:17:17.267,16:17:43.146,16:18:2.338,19.191,161.31824,A,R,2009-08-04T16:17:17.267000Z,2009-08-04T16:18:22.122000Z,0 days 00:01:30
480,484,2009,214,2009-08-02,04:50:13.058,04:51:24.831,04:52:18.067,53.236,524.69687,,R,2009-08-02T04:50:13.058000Z,2009-08-02T04:54:13.227000Z,0 days 00:04:00.169000
481,485,2009,211,2009-07-30,18:27:20.944,18:28:38.508,18:29:36.039,57.531,577.55489,,R,2009-07-30T18:27:20.944000Z,2009-07-30T18:30:27.436000Z,0 days 00:03:06.492000
482,486,2009,211,2009-07-30,06:10:46.986,06:11:4.200,06:11:16.968,12.768,103.83087,B,L,2009-07-30T06:10:46.986000Z,2009-07-30T06:11:29.784000Z,0 days 00:01:30
483,487,2009,211,2009-07-30,05:38:55.473,05:39:11.450,05:39:23.300,11.85,95.90217,B,L,2009-07-30T05:38:55.473000Z,2009-07-30T05:39:41.674000Z,0 days 00:01:30
484,488,2009,211,2009-07-30,02:58:35.700,02:58:53.581,02:59:6.845,13.264,108.1418,B,L,2009-07-30T02:58:35.700000Z,2009-07-30T02:59:32.118000Z,0 days 00:01:30
485,489,2009,211,2009-07-30,02:22:05.063,02:22:21.950,02:22:34.475,12.525,101.72511,A,L,2009-07-30T02:22:05.063000Z,2009-07-30T02:22:44.262000Z,0 days 00:01:30
486,490,2009,210,2009-07-29,21:58:28.009,21:58:42.300,21:58:52.900,10.6,85.22146,B,L,2009-07-29T21:58:28.009000Z,2009-07-29T21:59:20.606000Z,0 days 00:01:30
487,491,2009,210,2009-07-29,19:30:02.771,19:30:20.450,19:30:33.563,13.113,106.82917,B,L,2009-07-29T19:30:02.771000Z,2009-07-29T19:30:45.128000Z,0 days 00:01:30
488,492,2009,209,2009-07-28,09:17:38.913,09:18:29.540,09:19:7.089,37.551,345.01144,B,R,2009-07-28T09:17:38.913000Z,2009-07-28T09:18:44.073000Z,0 days 00:01:30
489,493,2009,208,2009-07-27,22:15:15.147,22:15:40.415,22:15:59.154,18.742,157.18355,B,R,2009-07-27T22:15:15.147000Z,2009-07-27T22:16:06.732000Z,0 days 00:01:30
490,494,2009,204,2009-07-23,00:10:43.455,00:11:12.671,00:11:34.341,21.67,184.44292,A,R,2009-07-23T00:10:43.455000Z,2009-07-23T00:11:45.783000Z,0 days 00:01:30
491,495,2009,196,2009-07-15,19:52:23.333,19:52:30.550,19:52:35.903,5.353,41.84032,A,L,2009-07-15T19:52:23.333000Z,2009-07-15T19:52:45.782000Z,0 days 00:01:30
492,496,2009,195,2009-07-14,20:01:49.817,20:01:55.004,20:01:58.851,3.847,29.82226,B,L,2009-07-14T20:01:49.817000Z,2009-07-14T20:02:12.765000Z,0 days 00:01:30
493,497,2009,186,2009-07-05,18:52:14.903,18:52:34.939,18:52:49.800,14.861,122.17642,A,L,2009-07-05T18:52:14.903000Z,2009-07-05T18:53:18.965000Z,0 days 00:01:30
494,498,2009,183,2009-07-02,23:38:58.304,23:40:19.621,23:41:19.936,60.315,612.65679,B,R,2009-07-02T23:38:58.304000Z,2009-07-02T23:40:30.384000Z,0 days 00:01:32.080000
495,499,2009,176,2009-06-25,20:08:27.781,20:09:49.958,20:10:50.912,60.953,620.79559,B,R,2009-06-25T20:08:27.781000Z,2009-06-25T20:11:01.820000Z,0 days 00:02:34.039000
496,500,2009,162,2009-06-11,22:22:37.159,22:24:0.748,22:25:2.748,62.0,634.2228,B,R,2009-06-11T22:22:37.159000Z,2009-06-11T22:24:02.719000Z,0 days 00:01:30
497,501,2009,160,2009-06-09,16:32:44.222,16:33:17.568,16:33:42.301,24.733,213.73828,A,R,2009-06-09T16:32:44.222000Z,2009-06-09T16:33:31.202000Z,0 days 00:01:30
498,502,2009,159,2009-06-08,23:11:33.251,23:12:46.054,23:13:40.054,54.0,533.9844,A,R,2009-06-08T23:11:33.251000Z,2009-06-08T23:13:22.195000Z,0 days 00:01:48.944000
499,503,2009,156,2009-06-05,14:38:46.759,14:40:9.000,14:41:10.000,61.0,621.3948,B,R,2009-06-05T14:38:46.759000Z,2009-06-05T14:41:57.760000Z,0 days 00:03:11.001000
500,504,2009,156,2009-06-05,02:36:07.764,02:37:34.049,02:38:38.049,64.0,660.1344,A,R,2009-06-05T02:36:07.764000Z,2009-06-05T02:38:33.714000Z,0 days 00:02:25.950000
501,505,2009,149,2009-05-29,10:25:20.963,10:25:43.950,10:26:1.000,17.05,141.76274,A,L,2009-05-29T10:25:20.963000Z,2009-05-29T10:26:32.013000Z,0 days 00:01:30
502,506,2009,146,2009-05-26,21:37:19.934,21:37:38.000,21:37:51.400,13.4,109.33114,A,L,2009-05-26T21:37:19.934000Z,2009-05-26T21:38:16.830000Z,0 days 00:01:30
503,507,2009,146,2009-05-26,21:17:54.129,21:18:11.107,21:18:23.700,12.593,102.31387,A,L,2009-05-26T21:17:54.129000Z,2009-05-26T21:18:41.328000Z,0 days 00:01:30
504,508,2009,144,2009-05-24,13:54:51.726,13:55:14.849,13:55:32.000,17.151,142.6763,A,L,2009-05-24T13:54:51.726000Z,2009-05-24T13:56:08.876000Z,0 days 00:01:30
505,509,2009,143,2009-05-23,04:47:36.998,04:49:3.967,04:50:8.474,64.507,666.75714,A,R,2009-05-23T04:47:36.998000Z,2009-05-23T04:54:50.029000Z,0 days 00:07:13.031000
506,510,2009,141,2009-05-21,15:28:28.717,15:29:49.545,15:30:49.497,59.952,608.04249,A,R,2009-05-21T15:28:28.717000Z,2009-05-21T15:33:48.170000Z,0 days 00:05:19.453000
507,511,2009,141,2009-05-21,03:19:43.673,03:20:0.836,03:20:13.566,12.73,103.50124,A,L,2009-05-21T03:19:43.673000Z,2009-05-21T03:20:37.837000Z,0 days 00:01:30
508,512,2009,141,2009-05-21,03:17:45.751,03:18:2.975,03:18:15.750,12.775,103.8916,A,L,2009-05-21T03:17:45.751000Z,2009-05-21T03:18:40.775000Z,0 days 00:01:30
509,513,2009,141,2009-05-21,02:58:16.278,02:58:34.606,02:58:48.200,13.594,111.02634,B,L,2009-05-21T02:58:16.278000Z,2009-05-21T02:58:58.321000Z,0 days 00:01:30
510,514,2009,141,2009-05-21,02:41:12.739,02:41:30.266,02:41:43.266,13.0,105.846,A,L,2009-05-21T02:41:12.739000Z,2009-05-21T02:42:15.222000Z,0 days 00:01:30
511,515,2009,141,2009-05-21,02:24:57.628,02:25:14.900,02:25:27.711,12.811,104.20402,B,L,2009-05-21T02:24:57.628000Z,2009-05-21T02:25:43.578000Z,0 days 00:01:30
512,516,2009,141,2009-05-21,01:59:09.753,01:59:25.527,01:59:37.227,11.7,94.61345,B,L,2009-05-21T01:59:09.753000Z,2009-05-21T01:59:44.225000Z,0 days 00:01:30
513,517,2009,141,2009-05-21,01:52:37.283,01:52:54.182,01:53:6.716,12.534,101.80301,B,L,2009-05-21T01:52:37.283000Z,2009-05-21T01:53:23.000000Z,0 days 00:01:30
514,518,2009,141,2009-05-21,01:46:30.421,01:46:48.150,01:47:1.300,13.15,107.15133,A,L,2009-05-21T01:46:30.421000Z,2009-05-21T01:47:16.221000Z,0 days 00:01:30
515,519,2009,141,2009-05-21,00:52:06.999,00:52:31.804,00:52:50.202,18.398,154.02722,A,L,2009-05-21T00:52:06.999000Z,2009-05-21T00:52:53.243000Z,0 days 00:01:30
516,520,2009,140,2009-05-20,23:53:49.458,23:54:7.453,23:54:20.800,13.347,108.86857,B,L,2009-05-20T23:53:49.458000Z,2009-05-20T23:54:33.653000Z,0 days 00:01:30
517,521,2009,140,2009-05-20,22:19:49.805,22:20:7.400,22:20:20.450,13.05,106.2809,B,L,2009-05-20T22:19:49.805000Z,2009-05-20T22:20:33.109000Z,0 days 00:01:30
518,522,2009,140,2009-05-20,16:01:48.975,16:02:5.697,16:02:18.100,12.403,100.66979,A,L,2009-05-20T16:01:48.975000Z,2009-05-20T16:02:30.330000Z,0 days 00:01:30
519,523,2009,140,2009-05-20,14:31:15.193,14:31:33.828,14:31:47.650,13.822,113.02273,A,L,2009-05-20T14:31:15.193000Z,2009-05-20T14:32:11.364000Z,0 days 00:01:30
520,524,2009,140,2009-05-20,13:39:13.899,13:39:29.459,13:39:41.000,11.541,93.24951,B,L,2009-05-20T13:39:13.899000Z,2009-05-20T13:39:58.689000Z,0 days 00:01:30
521,525,2009,140,2009-05-20,08:24:03.677,08:24:22.968,08:24:37.276,14.308,117.29299,A,L,2009-05-20T08:24:03.677000Z,2009-05-20T08:25:10.708000Z,0 days 00:01:30
522,526,2009,140,2009-05-20,00:50:02.640,00:50:4.380,00:50:5.670,1.29,9.85967,B,L,2009-05-20T00:50:02.640000Z,2009-05-20T00:50:17.258000Z,0 days 00:01:30
523,527,2009,137,2009-05-17,22:39:30.860,22:41:9.572,22:42:22.789,73.217,783.9523,B,R,2009-05-17T22:39:30.860000Z,2009-05-17T22:42:39.285000Z,0 days 00:03:08.425000
524,528,2009,137,2009-05-17,11:59:07.120,12:00:48.235,12:02:3.235,75.0,808.74,B,R,2009-05-17T11:59:07.120000Z,2009-05-17T12:02:27.884000Z,0 days 00:03:20.764000
525,529,2009,136,2009-05-16,13:08:43.022,13:08:45.421,13:08:47.200,1.779,13.63423,A,L,2009-05-16T13:08:43.022000Z,2009-05-16T13:09:02.048000Z,0 days 00:01:30
526,530,2009,133,2009-05-13,19:46:49.245,19:48:14.334,19:49:17.450,63.117,648.65485,A,R,2009-05-13T19:46:49.245000Z,2009-05-13T19:51:59.909000Z,0 days 00:05:10.664000
527,531,2009,133,2009-05-13,11:04:17.901,11:04:45.000,11:05:5.100,20.1,169.73365,C,L,2009-05-13T11:04:17.901000Z,2009-05-13T11:05:23.900000Z,0 days 00:01:30
528,532,2009,127,2009-05-07,22:35:53.237,22:36:0.450,22:36:5.800,5.35,41.81619,B,L,2009-05-07T22:35:53.237000Z,2009-05-07T22:36:20.432000Z,0 days 00:01:30
529,533,2009,122,2009-05-02,15:44:20.133,15:45:55.607,15:47:6.425,70.816,751.00647,,R,2009-05-02T15:44:20.133000Z,2009-05-02T15:45:56.175000Z,0 days 00:01:36.042000
530,534,2009,122,2009-05-02,09:27:25.679,09:27:31.400,09:27:35.643,4.243,32.96366,A,L,2009-05-02T09:27:25.679000Z,2009-05-02T09:27:39.380000Z,0 days 00:01:30
531,535,2009,118,2009-04-28,03:35:25.072,03:35:30.600,03:35:34.700,4.1,31.82773,B,L,2009-04-28T03:35:25.072000Z,2009-04-28T03:35:54.471000Z,0 days 00:01:30
532,536,2009,118,2009-04-28,02:56:39.772,02:56:45.300,02:56:49.400,4.1,31.82773,A,L,2009-04-28T02:56:39.772000Z,2009-04-28T02:57:05.021000Z,0 days 00:01:30
533,537,2009,115,2009-04-25,10:15:36.949,10:16:13.351,10:16:40.351,27.0,235.9368,A,R,2009-04-25T10:15:36.949000Z,2009-04-25T10:16:29.199000Z,0 days 00:01:30
534,538,2009,115,2009-04-25,01:36:24.815,01:36:52.950,01:37:13.818,20.868,176.90173,A,L,2009-04-25T01:36:24.815000Z,2009-04-25T01:37:51.863000Z,0 days 00:01:30
535,539,2009,111,2009-04-21,08:06:44.354,08:08:10.639,08:09:14.639,64.0,660.1344,B,R,2009-04-21T08:06:44.354000Z,2009-04-21T08:09:33.715000Z,0 days 00:02:49.361000
536,540,2009,110,2009-04-20,14:19:30.105,14:19:48.384,14:20:1.942,13.558,110.71152,B,L,2009-04-20T14:19:30.105000Z,2009-04-20T14:20:09.621000Z,0 days 00:01:30
537,541,2009,107,2009-04-17,07:40:10.267,07:40:16.200,07:40:20.600,4.4,34.21282,B,L,2009-04-17T07:40:10.267000Z,2009-04-17T07:40:39.066000Z,0 days 00:01:30
538,542,2009,101,2009-04-11,23:41:15.353,23:42:50.826,23:44:1.641,70.815,750.98734,,R,2009-04-11T23:41:15.353000Z,2009-04-11T23:42:53.229000Z,0 days 00:01:37.876000
539,543,2009,97,2009-04-07,17:47:37.075,17:49:18.289,17:50:33.362,75.073,809.76064,A,R,2009-04-07T17:47:37.075000Z,2009-04-07T17:52:32.785000Z,0 days 00:04:55.710000
540,544,2009,96,2009-04-06,01:32:46.634,01:34:20.666,01:35:30.412,69.746,736.47449,A,R,2009-04-06T01:32:46.634000Z,2009-04-06T01:37:13.966000Z,0 days 00:04:27.332000
541,545,2009,95,2009-04-05,17:38:18.092,17:39:49.938,17:40:58.067,68.125,714.65338,B,R,2009-04-05T17:38:18.092000Z,2009-04-05T17:44:21.150000Z,0 days 00:06:03.058000
542,546,2009,95,2009-04-05,16:17:32.922,16:19:0.209,16:20:4.946,64.738,669.78552,B,R,2009-04-05T16:17:32.922000Z,2009-04-05T16:23:30.714000Z,0 days 00:05:57.792000
543,547,2009,86,2009-03-27,09:19:08.482,09:19:35.993,09:19:56.398,20.405,172.57433,C,L,2009-03-27T09:19:08.482000Z,2009-03-27T09:19:58.488000Z,0 days 00:01:30
544,548,2009,82,2009-03-23,18:44:35.810,18:45:2.100,18:45:21.600,19.5,164.16855,A,L,2009-03-23T18:44:35.810000Z,2009-03-23T18:46:24.303000Z,0 days 00:01:48.493000
545,549,2009,79,2009-03-20,01:15:15.872,01:15:43.562,01:16:4.100,20.538,173.81553,B,L,2009-03-20T01:15:15.872000Z,2009-03-20T01:16:32.310000Z,0 days 00:01:30
546,550,2009,78,2009-03-19,10:25:58.143,10:26:25.950,10:26:46.575,20.625,174.62827,B,L,2009-03-19T10:25:58.143000Z,2009-03-19T10:27:37.193000Z,0 days 00:01:39.050000
547,551,2009,78,2009-03-19,08:27:53.420,08:28:21.300,08:28:41.979,20.679,175.13304,A,L,2009-03-19T08:27:53.420000Z,2009-03-19T08:29:44.119000Z,0 days 00:01:50.699000
548,552,2009,49,2009-02-18,07:38:06.450,07:38:14.000,07:38:19.600,5.6,43.82986,A,L,2009-02-18T07:38:06.450000Z,2009-02-18T07:38:28.651000Z,0 days 00:01:30
549,553,2009,47,2009-02-16,23:16:41.513,23:17:57.497,23:18:53.857,56.359,562.97998,A,R,2009-02-16T23:16:41.513000Z,2009-02-16T23:21:58.692000Z,0 days 00:05:17.179000
550,554,2009,36,2009-02-05,14:50:14.887,14:50:46.530,14:51:10.000,23.47,201.56088,A,R,2009-02-05T14:50:14.887000Z,2009-02-05T14:51:03.806000Z,0 days 00:01:30
551,555,2009,36,2009-02-05,03:55:22.999,03:55:43.000,03:55:57.835,14.835,121.94624,A,L,2009-02-05T03:55:22.999000Z,2009-02-05T03:56:56.997000Z,0 days 00:01:33.998000
552,556,2009,33,2009-02-02,04:13:31.173,04:14:53.938,04:15:55.329,61.39,626.38306,B,R,2009-02-02T04:13:31.173000Z,2009-02-02T04:15:36.284000Z,0 days 00:02:05.111000
553,557,2009,32,2009-02-01,00:57:08.483,00:58:27.352,00:59:25.851,58.499,589.6853,,R,2009-02-01T00:57:08.483000Z,2009-02-01T01:03:13.130000Z,0 days 00:06:04.647000
