,index,year,day,date,oTime,pTime,sTime,spTime,distance,quality,type,oTimeUTC,endTime,max_of_dur_cont
137,141,2013,106,2013-04-16,21:57:15.250,21:57:41.100,21:58:0.273,19.173,161.14849,B,L,2013-04-16T21:57:15.250000Z,2013-04-16T21:58:18.151000Z,0 days 00:01:30
138,142,2013,103,2013-04-13,10:43:40.345,10:45:2.143,10:46:2.815,60.672,617.20577,A,R,2013-04-13T10:43:40.345000Z,2013-04-13T10:45:11.002000Z,0 days 00:01:30.657000
139,143,2013,99,2013-04-09,03:36:25.535,03:38:6.604,03:39:21.570,74.966,808.26227,A,R,2013-04-09T03:36:25.535000Z,2013-04-09T03:42:23.930000Z,0 days 00:05:58.395000
140,144,2013,96,2013-04-06,11:26:08.507,11:28:0.915,11:29:24.287,83.375,928.79541,B,R,2013-04-06T11:26:08.507000Z,2013-04-06T11:30:07.591000Z,0 days 00:03:59.084000
141,145,2013,90,2013-03-31,16:28:07.632,16:29:59.862,16:31:23.106,83.244,926.87153,,R,2013-03-31T16:28:07.632000Z,2013-03-31T16:38:33.670000Z,0 days 00:10:26.038000
142,146,2013,85,2013-03-26,22:54:26.077,22:54:28.100,22:54:29.600,1.5,11.47815,A,L,2013-03-26T22:54:26.077000Z,2013-03-26T22:54:45.373000Z,0 days 00:01:30
143,147,2013,84,2013-03-25,22:08:06.948,22:08:47.899,22:09:18.273,30.374,269.78589,B,R,2013-03-25T22:08:06.948000Z,2013-03-25T22:09:56.049000Z,0 days 00:01:49.101000
144,148,2013,84,2013-03-25,20:55:15.496,20:57:13.000,20:58:40.156,87.156,984.95393,B,R,2013-03-25T20:55:15.496000Z,2013-03-25T20:58:02.495000Z,0 days 00:02:46.999000
145,149,2013,83,2013-03-24,15:47:22.211,15:48:0.807,15:48:29.437,28.629,252.15744,A,R,2013-03-24T15:47:22.211000Z,2013-03-24T15:49:58.402000Z,0 days 00:02:36.191000
146,150,2013,80,2013-03-21,22:03:05.270,22:03:32.818,22:03:53.246,20.43,172.80461,A,R,2013-03-21T22:03:05.270000Z,2013-03-21T22:03:51.754000Z,0 days 00:01:30
147,151,2013,80,2013-03-21,09:45:53.016,09:46:10.375,09:46:23.250,12.875,104.75969,B,L,2013-03-21T09:45:53.016000Z,2013-03-21T09:46:30.838000Z,0 days 00:01:30
148,152,2013,78,2013-03-19,08:37:03.635,08:37:41.738,08:38:10.000,28.262,248.48406,B,R,2013-03-19T08:37:03.635000Z,2013-03-19T08:38:27.896000Z,0 days 00:01:30
149,153,2013,78,2013-03-19,07:50:07.598,07:50:44.000,07:51:11.000,27.0,235.9368,B,R,2013-03-19T07:50:07.598000Z,2013-03-19T07:51:22.596000Z,0 days 00:01:30
150,154,2013,73,2013-03-14,08:35:24.194,08:35:38.000,08:35:48.240,10.24,82.1701,A,L,2013-03-14T08:35:24.194000Z,2013-03-14T08:35:55.543000Z,0 days 00:01:30
151,155,2013,72,2013-03-13,22:24:33.230,22:24:48.600,22:25:0.000,11.4,92.04178,B,L,2013-03-13T22:24:33.230000Z,2013-03-13T22:25:04.629000Z,0 days 00:01:30
152,156,2013,72,2013-03-13,20:38:56.152,20:39:9.500,20:39:19.400,9.9,79.29841,A,L,2013-03-13T20:38:56.152000Z,2013-03-13T20:39:28.501000Z,0 days 00:01:30
153,157,2013,72,2013-03-13,16:00:12.978,16:00:27.000,16:00:37.400,10.4,83.5249,A,L,2013-03-13T16:00:12.978000Z,2013-03-13T16:00:46.327000Z,0 days 00:01:30
154,158,2013,72,2013-03-13,07:04:29.243,07:04:43.400,07:04:53.900,10.5,84.37275,B,L,2013-03-13T07:04:29.243000Z,2013-03-13T07:05:10.841000Z,0 days 00:01:30
155,159,2013,72,2013-03-13,04:57:17.582,04:57:50.417,04:58:14.771,24.354,210.06982,C,R,2013-03-13T04:57:17.582000Z,2013-03-13T04:58:51.163000Z,0 days 00:01:33.581000
156,160,2013,70,2013-03-11,21:27:25.573,21:28:54.555,21:30:0.555,66.0,686.3868,A,R,2013-03-11T21:27:25.573000Z,2013-03-11T21:29:31.018000Z,0 days 00:02:05.445000
157,161,2013,70,2013-03-11,10:18:22.541,10:18:48.550,10:19:7.841,19.291,162.23724,B,L,2013-03-11T10:18:22.541000Z,2013-03-11T10:19:13.643000Z,0 days 00:01:30
158,162,2013,66,2013-03-07,22:37:00.735,22:37:34.902,22:38:0.244,25.342,219.65861,B,R,2013-03-07T22:37:00.735000Z,2013-03-07T22:38:31.831000Z,0 days 00:01:31.096000
159,163,2013,61,2013-03-02,04:22:04.700,04:22:35.000,04:22:57.474,22.474,192.05364,C,L,2013-03-02T04:22:04.700000Z,2013-03-02T04:23:36.707000Z,0 days 00:01:32.007000
160,164,2013,52,2013-02-21,05:54:42.231,05:55:52.500,05:56:44.620,52.12,511.21965,B,R,2013-02-21T05:54:42.231000Z,2013-02-21T06:02:45.806000Z,0 days 00:08:03.575000
161,165,2013,48,2013-02-17,05:42:05.809,05:43:29.781,05:44:32.063,62.283,637.87122,B,R,2013-02-17T05:42:05.809000Z,2013-02-17T05:47:45.027000Z,0 days 00:05:39.218000
162,166,2013,48,2013-02-17,03:12:57.044,03:14:13.670,03:15:10.505,56.836,568.89423,B,R,2013-02-17T03:12:57.044000Z,2013-02-17T03:18:29.412000Z,0 days 00:05:32.368000
163,167,2013,30,2013-01-30,11:30:56.658,11:31:2.400,11:31:6.659,4.259,33.09087,A,L,2013-01-30T11:30:56.658000Z,2013-01-30T11:31:31.976000Z,0 days 00:01:30
164,168,2013,30,2013-01-30,09:48:56.499,09:49:2.100,09:49:6.254,4.154,32.25648,A,L,2013-01-30T09:48:56.499000Z,2013-01-30T09:49:25.098000Z,0 days 00:01:30
165,169,2013,4,2013-01-04,07:50:07.334,07:50:41.017,07:51:6.000,24.983,216.1648,A,R,2013-01-04T07:50:07.334000Z,2013-01-04T07:51:49.316000Z,0 days 00:01:41.982000
166,170,2013,3,2013-01-03,11:29:56.125,11:30:15.000,11:30:29.000,14.0,114.5844,B,L,2013-01-03T11:29:56.125000Z,2013-01-03T11:30:35.125000Z,0 days 00:01:30
167,171,2013,2,2013-01-02,01:45:29.526,01:45:31.721,01:45:33.349,1.628,12.4665,B,L,2013-01-02T01:45:29.526000Z,2013-01-02T01:45:47.054000Z,0 days 00:01:30
168,172,2012,363,2012-12-28,16:23:29.925,16:23:32.150,16:23:33.800,1.65,12.63651,A,L,2012-12-28T16:23:29.925000Z,2012-12-28T16:23:59.770000Z,0 days 00:01:30
169,173,2012,347,2012-12-12,22:49:59.489,22:50:15.600,22:50:27.550,11.95,96.76238,A,L,2012-12-12T22:49:59.489000Z,2012-12-12T22:50:31.289000Z,0 days 00:01:30
170,174,2012,325,2012-11-20,05:25:12.843,05:25:41.481,05:26:2.722,21.241,180.40123,A,L,2012-11-20T05:25:12.843000Z,2012-11-20T05:26:42.361000Z,0 days 00:01:30
171,175,2012,323,2012-11-18,05:03:07.474,05:03:14.350,05:03:19.450,5.1,39.80785,B,L,2012-11-18T05:03:07.474000Z,2012-11-18T05:03:36.374000Z,0 days 00:01:30
172,176,2012,314,2012-11-09,19:40:37.328,19:40:56.029,19:41:9.900,13.871,113.45236,B,L,2012-11-09T19:40:37.328000Z,2012-11-09T19:41:31.299000Z,0 days 00:01:30
173,177,2012,300,2012-10-26,13:21:30.938,13:21:54.428,13:22:11.855,17.426,145.16614,B,R,2012-10-26T13:21:30.938000Z,2012-10-26T13:22:15.508000Z,0 days 00:01:30
174,178,2012,299,2012-10-25,23:05:21.645,23:06:30.948,23:07:22.343,51.398,502.56229,A,R,2012-10-25T23:05:21.645000Z,2012-10-25T23:09:28.699000Z,0 days 00:04:07.054000
175,179,2012,299,2012-10-25,16:41:33.209,16:41:52.700,16:42:7.157,14.457,118.60621,A,L,2012-10-25T16:41:33.209000Z,2012-10-25T16:42:11.506000Z,0 days 00:01:30
176,180,2012,297,2012-10-23,21:21:14.636,21:21:38.500,21:21:56.200,17.7,147.65729,C,L,2012-10-23T21:21:14.636000Z,2012-10-23T21:22:16.135000Z,0 days 00:01:30
177,181,2012,297,2012-10-23,19:26:40.061,19:27:7.700,19:27:28.200,20.5,173.46075,A,L,2012-10-23T19:26:40.061000Z,2012-10-23T19:27:28.859000Z,0 days 00:01:30
178,182,2012,297,2012-10-23,15:20:38.488,15:22:7.179,15:23:12.963,65.785,683.55035,B,R,2012-10-23T15:20:38.488000Z,2012-10-23T15:28:05.308000Z,0 days 00:07:26.820000
179,183,2012,296,2012-10-22,03:34:47.903,03:35:14.800,03:35:34.750,19.95,168.3395,A,L,2012-10-22T03:34:47.903000Z,2012-10-22T03:35:51.103000Z,0 days 00:01:30
180,184,2012,290,2012-10-16,17:02:08.089,17:02:26.870,17:02:40.800,13.93,113.96994,A,L,2012-10-16T17:02:08.089000Z,2012-10-16T17:03:03.216000Z,0 days 00:01:30
181,185,2012,278,2012-10-04,07:28:53.146,07:29:12.050,07:29:26.071,14.021,114.76882,A,L,2012-10-04T07:28:53.146000Z,2012-10-04T07:29:40.095000Z,0 days 00:01:30
182,186,2012,276,2012-10-02,03:42:00.114,03:42:6.376,03:42:11.020,4.644,36.15834,A,L,2012-10-02T03:42:00.114000Z,2012-10-02T03:42:26.588000Z,0 days 00:01:30
183,187,2012,269,2012-09-25,17:53:35.327,17:54:0.000,17:54:18.300,18.3,153.13037,A,L,2012-09-25T17:53:35.327000Z,2012-09-25T17:54:38.324000Z,0 days 00:01:30
184,188,2012,268,2012-09-24,23:35:01.994,23:35:20.600,23:35:34.400,13.8,112.8299,A,L,2012-09-24T23:35:01.994000Z,2012-09-24T23:36:00.393000Z,0 days 00:01:30
185,189,2012,266,2012-09-22,03:52:26.854,03:54:7.084,03:55:21.427,74.343,799.57471,A,R,2012-09-22T03:52:26.854000Z,2012-09-22T03:58:59.769000Z,0 days 00:06:32.915000
186,190,2012,262,2012-09-18,04:17:59.052,04:18:5.176,04:18:9.718,4.542,35.34443,B,L,2012-09-18T04:17:59.052000Z,2012-09-18T04:18:26.175000Z,0 days 00:01:30
187,191,2012,259,2012-09-15,15:40:59.328,15:41:22.500,15:41:39.687,17.187,143.00213,A,L,2012-09-15T15:40:59.328000Z,2012-09-15T15:42:30.828000Z,0 days 00:01:31.500000
188,192,2012,258,2012-09-14,22:54:36.450,22:54:58.748,22:55:15.287,16.539,137.15398,B,L,2012-09-14T22:54:36.450000Z,2012-09-14T22:56:02.701000Z,0 days 00:01:30
189,193,2012,258,2012-09-14,22:19:21.573,22:19:45.600,22:20:3.421,17.821,148.75856,A,L,2012-09-14T22:19:21.573000Z,2012-09-14T22:20:39.969000Z,0 days 00:01:30
190,194,2012,253,2012-09-09,04:59:10.333,04:59:30.550,04:59:45.545,14.995,123.36367,A,L,2012-09-09T04:59:10.333000Z,2012-09-09T04:59:59.783000Z,0 days 00:01:30
191,195,2012,252,2012-09-08,12:43:22.954,12:43:55.884,12:44:20.309,24.425,210.75612,B,R,2012-09-08T12:43:22.954000Z,2012-09-08T12:44:23.973000Z,0 days 00:01:30
192,196,2012,241,2012-08-28,23:12:14.556,23:12:53.851,23:13:22.997,29.146,257.35392,A,R,2012-08-28T23:12:14.556000Z,2012-08-28T23:15:18.705000Z,0 days 00:03:04.149000
193,197,2012,226,2012-08-13,07:30:51.384,07:31:35.308,07:32:7.887,32.579,292.43123,B,R,2012-08-13T07:30:51.384000Z,2012-08-13T07:34:12.074000Z,0 days 00:03:20.690000
194,198,2012,224,2012-08-11,21:54:43.203,21:56:2.762,21:57:1.773,59.011,596.13317,B,R,2012-08-11T21:54:43.203000Z,2012-08-11T22:00:06.560000Z,0 days 00:05:23.357000
195,199,2012,202,2012-07-20,23:35:01.148,23:35:30.000,23:35:51.400,21.4,181.89658,C,L,2012-07-20T23:35:01.148000Z,2012-07-20T23:36:01.148000Z,0 days 00:01:30
196,200,2012,185,2012-07-03,10:50:12.626,10:50:41.950,10:51:3.700,21.75,185.19581,B,L,2012-07-03T10:50:12.626000Z,2012-07-03T10:51:00.975000Z,0 days 00:01:30
197,201,2012,185,2012-07-03,05:59:41.739,06:00:11.763,06:00:34.032,22.269,190.10732,A,L,2012-07-03T05:59:41.739000Z,2012-07-03T06:01:06.976000Z,0 days 00:01:30
198,202,2012,185,2012-07-03,05:03:41.710,05:04:12.846,05:04:35.943,23.096,197.97815,A,L,2012-07-03T05:03:41.710000Z,2012-07-03T05:05:21.862000Z,0 days 00:01:40.152000
199,203,2012,179,2012-06-27,02:47:59.750,02:48:23.785,02:48:41.612,17.827,148.81456,A,R,2012-06-27T02:47:59.750000Z,2012-06-27T02:48:54.964000Z,0 days 00:01:30
200,204,2012,179,2012-06-27,01:20:59.471,01:21:22.079,01:21:38.848,16.769,139.22601,A,R,2012-06-27T01:20:59.471000Z,2012-06-27T01:21:40.091000Z,0 days 00:01:30
201,205,2012,179,2012-06-27,01:14:18.531,01:14:42.166,01:14:59.696,17.531,146.11908,B,R,2012-06-27T01:14:18.531000Z,2012-06-27T01:15:15.364000Z,0 days 00:01:30
202,206,2012,179,2012-06-27,01:07:38.171,01:08:1.414,01:08:18.654,17.24,143.48204,,R,2012-06-27T01:07:38.171000Z,2012-06-27T01:08:21.756000Z,0 days 00:01:30
203,207,2012,177,2012-06-25,10:52:49.896,10:53:13.173,10:53:30.438,17.265,143.70849,A,R,2012-06-25T10:52:49.896000Z,2012-06-25T10:53:45.722000Z,0 days 00:01:30
204,208,2012,175,2012-06-23,17:52:29.158,17:54:0.378,17:55:8.038,67.66,708.43511,,R,2012-06-23T17:52:29.158000Z,2012-06-23T17:56:04.776000Z,0 days 00:03:35.618000
205,209,2012,174,2012-06-22,04:47:41.296,04:48:8.800,04:48:29.200,20.4,172.5277,A,L,2012-06-22T04:47:41.296000Z,2012-06-22T04:49:07.496000Z,0 days 00:01:30
206,210,2012,168,2012-06-16,16:09:46.952,16:10:7.132,16:10:22.100,14.968,123.12433,A,L,2012-06-16T16:09:46.952000Z,2012-06-16T16:10:49.820000Z,0 days 00:01:30
207,211,2012,167,2012-06-15,06:27:24.768,06:28:0.175,06:28:26.437,26.262,228.66222,A,R,2012-06-15T06:27:24.768000Z,2012-06-15T06:29:28.592000Z,0 days 00:02:03.824000
208,212,2012,164,2012-06-12,00:47:32.445,00:48:20.320,00:48:55.830,35.51,323.17398,A,R,2012-06-12T00:47:32.445000Z,2012-06-12T00:48:33.025000Z,0 days 00:01:30
209,213,2012,157,2012-06-05,14:14:51.614,14:14:59.644,14:15:5.600,5.956,46.70651,B,L,2012-06-05T14:14:51.614000Z,2012-06-05T14:15:16.719000Z,0 days 00:01:30
210,214,2012,157,2012-06-05,12:30:11.061,12:30:27.725,12:30:40.085,12.36,100.29814,A,L,2012-06-05T12:30:11.061000Z,2012-06-05T12:30:40.688000Z,0 days 00:01:30
211,215,2012,154,2012-06-02,22:33:36.402,22:33:40.420,22:33:43.400,2.98,22.99114,B,L,2012-06-02T22:33:36.402000Z,2012-06-02T22:33:55.132000Z,0 days 00:01:30
212,216,2012,153,2012-06-01,09:40:16.699,09:40:39.601,09:40:56.588,16.987,141.19333,B,L,2012-06-01T09:40:16.699000Z,2012-06-01T09:41:26.097000Z,0 days 00:01:30
213,217,2012,149,2012-05-28,15:44:12.086,15:45:42.114,15:46:48.890,66.776,696.6645,B,R,2012-05-28T15:44:12.086000Z,2012-05-28T15:46:31.969000Z,0 days 00:02:19.883000
214,218,2012,146,2012-05-25,01:29:40.452,01:30:4.166,01:30:21.755,17.589,146.64693,B,R,2012-05-25T01:29:40.452000Z,2012-05-25T01:30:20.285000Z,0 days 00:01:30
215,219,2012,146,2012-05-25,00:34:36.590,00:35:15.264,00:35:43.949,28.685,252.72004,B,R,2012-05-25T00:34:36.590000Z,2012-05-25T00:35:39.975000Z,0 days 00:01:30
216,220,2012,124,2012-05-03,19:40:22.434,19:41:44.254,19:42:44.942,60.688,617.4099,B,R,2012-05-03T19:40:22.434000Z,2012-05-03T19:45:44.818000Z,0 days 00:05:22.384000
217,221,2012,89,2012-03-29,20:18:13.995,20:18:35.370,20:18:51.224,15.854,131.0108,B,R,2012-03-29T20:18:13.995000Z,2012-03-29T20:18:57.723000Z,0 days 00:01:30
218,222,2012,87,2012-03-27,02:29:35.826,02:29:49.571,02:29:59.766,10.195,81.78946,A,L,2012-03-27T02:29:35.826000Z,2012-03-27T02:30:12.005000Z,0 days 00:01:30
219,223,2012,85,2012-03-25,04:46:48.086,04:48:19.627,04:49:27.525,67.898,711.6155,C,R,2012-03-25T04:46:48.086000Z,2012-03-25T04:48:48.362000Z,0 days 00:02:00.276000
220,224,2012,84,2012-03-24,20:34:58.964,20:35:33.207,20:35:58.606,25.399,220.21434,B,R,2012-03-24T20:34:58.964000Z,2012-03-24T20:35:53.059000Z,0 days 00:01:30
221,225,2012,84,2012-03-24,05:37:20.146,05:37:40.100,05:37:54.900,14.8,121.63646,B,L,2012-03-24T05:37:20.146000Z,2012-03-24T05:38:02.144000Z,0 days 00:01:30
222,226,2012,84,2012-03-24,01:18:58.273,01:19:16.776,01:19:30.500,13.724,112.16409,A,L,2012-03-24T01:18:58.273000Z,2012-03-24T01:19:56.497000Z,0 days 00:01:30
223,227,2012,83,2012-03-23,10:28:14.348,10:28:42.000,10:29:2.510,20.51,173.5541,A,L,2012-03-23T10:28:14.348000Z,2012-03-23T10:29:46.355000Z,0 days 00:01:32.007000
224,228,2012,80,2012-03-20,23:51:10.740,23:53:1.846,23:54:24.250,82.406,914.60278,B,R,2012-03-20T23:51:10.740000Z,2012-03-20T23:53:04.747000Z,0 days 00:01:54.007000
225,229,2012,75,2012-03-15,05:40:59.188,05:42:28.036,05:43:33.937,65.901,685.07929,B,R,2012-03-15T05:40:59.188000Z,2012-03-15T05:45:49.151000Z,0 days 00:04:49.963000
226,230,2012,73,2012-03-13,06:50:00.870,06:50:32.116,06:50:55.292,23.176,198.74364,B,R,2012-03-13T06:50:00.870000Z,2012-03-13T06:51:26.752000Z,0 days 00:01:30
227,231,2012,57,2012-02-26,16:17:24.667,16:17:55.575,16:18:18.500,22.925,196.34815,A,R,2012-02-26T16:17:24.667000Z,2012-02-26T16:19:04.092000Z,0 days 00:01:39.425000
228,232,2012,56,2012-02-25,20:34:31.127,20:35:18.683,20:35:53.956,35.273,320.66084,,R,2012-02-25T20:34:31.127000Z,2012-02-25T20:37:51.444000Z,0 days 00:03:20.317000
229,233,2012,34,2012-02-03,08:25:57.824,08:26:19.800,08:26:36.100,16.3,135.00605,A,L,2012-02-03T08:25:57.824000Z,2012-02-03T08:27:01.022000Z,0 days 00:01:30
230,234,2011,352,2011-12-18,17:57:48.311,17:58:13.335,17:58:31.896,18.561,155.52074,B,R,2011-12-18T17:57:48.311000Z,2011-12-18T17:58:56.976000Z,0 days 00:01:30
231,235,2011,352,2011-12-18,15:01:02.388,15:01:27.600,15:01:46.300,18.7,156.79613,A,L,2011-12-18T15:01:02.388000Z,2011-12-18T15:02:32.787000Z,0 days 00:01:30.399000
232,236,2011,345,2011-12-11,21:25:39.440,21:27:5.260,21:28:8.915,63.655,655.64033,C,R,2011-12-11T21:25:39.440000Z,2011-12-11T21:28:34.180000Z,0 days 00:02:54.740000
233,237,2011,339,2011-12-05,12:30:26.241,12:31:44.556,12:32:42.644,58.088,584.52495,B,R,2011-12-05T12:30:26.241000Z,2011-12-05T12:37:00.684000Z,0 days 00:06:34.443000
234,238,2011,336,2011-12-02,12:21:11.030,12:21:35.500,12:21:53.650,18.15,151.75923,A,L,2011-12-02T12:21:11.030000Z,2011-12-02T12:21:51.390000Z,0 days 00:01:30
235,239,2011,330,2011-11-26,17:10:05.062,17:10:31.300,17:10:50.761,19.461,145.5,A,L,2011-11-26T17:10:05.062000Z,2011-11-26T17:10:54.913000Z,0 days 00:01:30
236,240,2011,320,2011-11-16,08:09:05.739,08:09:17.408,08:09:26.063,8.655,68.867,B,L,2011-11-16T08:09:05.739000Z,2011-11-16T08:09:42.330000Z,0 days 00:01:30
237,241,2011,320,2011-11-16,06:40:34.138,06:40:45.800,06:40:54.450,8.65,68.82537,A,L,2011-11-16T06:40:34.138000Z,2011-11-16T06:41:12.338000Z,0 days 00:01:30
238,242,2011,319,2011-11-15,04:58:58.698,04:59:40.629,05:00:11.730,31.101,277.2064,A,R,2011-11-15T04:58:58.698000Z,2011-11-15T05:02:01.067000Z,0 days 00:03:02.369000
239,243,2011,314,2011-11-10,17:25:49.709,17:27:19.285,17:28:25.726,66.441,692.22131,,R,2011-11-10T17:25:49.709000Z,2011-11-10T17:30:56.424000Z,0 days 00:05:06.715000
240,244,2011,312,2011-11-08,14:50:41.810,14:51:9.900,14:51:30.735,20.835,176.59269,B,L,2011-11-08T14:50:41.810000Z,2011-11-08T14:52:13.909000Z,0 days 00:01:32.099000
241,245,2011,299,2011-10-26,10:36:33.114,10:36:53.000,10:37:7.750,14.75,121.19411,A,L,2011-10-26T10:36:33.114000Z,2011-10-26T10:37:09.863000Z,0 days 00:01:30
242,246,2011,299,2011-10-26,07:15:50.507,07:16:10.300,07:16:24.981,14.681,120.58402,A,L,2011-10-26T07:15:50.507000Z,2011-10-26T07:16:59.206000Z,0 days 00:01:30
243,247,2011,284,2011-10-11,13:20:14.445,13:21:31.110,13:22:27.974,56.864,569.24312,B,R,2011-10-11T13:20:14.445000Z,2011-10-11T13:21:41.084000Z,0 days 00:01:30
244,248,2011,283,2011-10-10,19:06:59.580,19:08:33.057,19:09:42.391,69.334,730.90713,B,R,2011-10-10T19:06:59.580000Z,2011-10-10T19:14:43.522000Z,0 days 00:07:43.942000
245,249,2011,278,2011-10-05,14:41:31.141,14:43:11.461,14:44:25.871,74.41,800.50769,A,R,2011-10-05T14:41:31.141000Z,2011-10-05T14:43:13.929000Z,0 days 00:01:42.788000
246,250,2011,278,2011-10-05,06:33:17.040,06:33:28.500,06:33:37.000,8.5,67.57755,B,L,2011-10-05T06:33:17.040000Z,2011-10-05T06:33:47.639000Z,0 days 00:01:30
247,251,2011,277,2011-10-04,09:26:28.572,09:28:5.086,09:29:16.673,71.587,761.52863,,R,2011-10-04T09:26:28.572000Z,2011-10-04T09:32:00.486000Z,0 days 00:05:31.914000
248,252,2011,277,2011-10-04,06:12:14.663,06:13:54.957,06:15:9.348,74.391,800.24308,B,R,2011-10-04T06:12:14.663000Z,2011-10-04T06:13:58.355000Z,0 days 00:01:43.692000
249,253,2011,274,2011-10-01,20:22:42.955,20:23:3.650,20:23:19.000,15.35,126.51639,A,L,2011-10-01T20:22:42.955000Z,2011-10-01T20:23:37.204000Z,0 days 00:01:30
250,254,2011,271,2011-09-28,17:21:49.330,17:22:4.700,17:22:16.100,11.4,92.04178,B,L,2011-09-28T17:21:49.330000Z,2011-09-28T17:22:34.630000Z,0 days 00:01:30
251,255,2011,270,2011-09-27,12:08:24.113,12:10:11.464,12:11:31.089,79.625,874.30042,A,R,2011-09-27T12:08:24.113000Z,2011-09-27T12:16:54.648000Z,0 days 00:08:30.535000
252,256,2011,264,2011-09-21,03:26:40.089,03:26:57.205,03:27:9.900,12.695,103.19774,A,L,2011-09-21T03:26:40.089000Z,2011-09-21T03:27:14.782000Z,0 days 00:01:30
253,257,2011,260,2011-09-17,19:18:14.997,19:18:32.800,19:18:46.005,13.205,107.63043,B,L,2011-09-17T19:18:14.997000Z,2011-09-17T19:19:12.196000Z,0 days 00:01:30
254,258,2011,260,2011-09-17,00:53:21.764,00:53:26.200,00:53:29.490,3.29,25.42628,B,L,2011-09-17T00:53:21.764000Z,2011-09-17T00:53:44.114000Z,0 days 00:01:30
255,259,2011,256,2011-09-13,09:40:52.693,09:41:19.850,09:41:39.993,20.143,170.13366,A,L,2011-09-13T09:40:52.693000Z,2011-09-13T09:43:01.841000Z,0 days 00:02:09.148000
256,260,2011,254,2011-09-11,19:18:48.892,19:19:13.000,19:19:30.881,17.881,149.30511,C,L,2011-09-11T19:18:48.892000Z,2011-09-11T19:19:36.243000Z,0 days 00:01:30
257,261,2011,252,2011-09-09,17:05:23.628,17:05:45.200,17:06:1.200,16.0,132.3168,A,L,2011-09-09T17:05:23.628000Z,2011-09-09T17:06:28.428000Z,0 days 00:01:30
258,262,2011,249,2011-09-06,16:23:48.376,16:25:7.053,16:26:5.410,58.357,587.90057,C,R,2011-09-06T16:23:48.376000Z,2011-09-06T16:25:56.322000Z,0 days 00:02:07.946000
259,263,2011,249,2011-09-06,04:14:14.313,04:15:54.829,04:17:9.384,74.555,802.52814,B,R,2011-09-06T04:14:14.313000Z,2011-09-06T04:15:57.783000Z,0 days 00:01:43.470000
260,264,2011,247,2011-09-04,13:31:19.784,13:31:27.200,13:31:32.700,5.5,43.02375,A,L,2011-09-04T13:31:19.784000Z,2011-09-04T13:31:51.033000Z,0 days 00:01:30
261,265,2011,245,2011-09-02,11:02:36.271,11:02:39.130,11:02:41.250,2.12,16.27845,A,L,2011-09-02T11:02:36.271000Z,2011-09-02T11:02:56.891000Z,0 days 00:01:30
262,266,2011,243,2011-08-31,22:18:51.265,22:20:9.844,22:21:8.128,58.284,586.9839,C,R,2011-08-31T22:18:51.265000Z,2011-08-31T22:20:20.622000Z,0 days 00:01:30
263,267,2011,243,2011-08-31,22:10:24.843,22:10:55.650,22:11:18.500,22.85,195.63279,B,L,2011-08-31T22:10:24.843000Z,2011-08-31T22:11:15.043000Z,0 days 00:01:30
264,268,2011,243,2011-08-31,16:33:18.667,16:33:42.800,16:34:0.700,17.9,149.47825,A,L,2011-08-31T16:33:18.667000Z,2011-08-31T16:34:24.868000Z,0 days 00:01:30
265,269,2011,242,2011-08-30,16:28:29.192,16:28:50.038,16:29:5.500,15.462,127.51328,B,L,2011-08-30T16:28:29.192000Z,2011-08-30T16:29:10.753000Z,0 days 00:01:30
266,270,2011,240,2011-08-28,19:14:50.441,19:15:12.350,19:15:28.600,16.25,134.55731,B,L,2011-08-28T19:14:50.441000Z,2011-08-28T19:15:58.090000Z,0 days 00:01:30
267,271,2011,240,2011-08-28,15:33:48.929,15:34:10.100,15:34:25.803,15.703,129.66199,A,L,2011-08-28T15:33:48.929000Z,2011-08-28T15:34:53.827000Z,0 days 00:01:30
268,272,2011,238,2011-08-26,05:39:33.276,05:39:39.800,05:39:44.639,4.839,37.71682,A,L,2011-08-26T05:39:33.276000Z,2011-08-26T05:40:01.575000Z,0 days 00:01:30
269,273,2011,237,2011-08-25,15:14:30.568,15:14:48.500,15:15:1.800,13.3,108.45857,A,L,2011-08-25T15:14:30.568000Z,2011-08-25T15:15:22.068000Z,0 days 00:01:30
270,274,2011,237,2011-08-25,01:30:45.883,01:31:4.725,01:31:18.700,13.975,114.3649,C,L,2011-08-25T01:30:45.883000Z,2011-08-25T01:31:27.707000Z,0 days 00:01:30
271,275,2011,234,2011-08-22,01:11:32.538,01:11:50.200,01:12:3.300,13.1,106.71601,B,L,2011-08-22T01:11:32.538000Z,2011-08-22T01:12:19.338000Z,0 days 00:01:30
272,276,2011,233,2011-08-21,06:14:21.819,06:16:2.664,06:17:17.463,74.799,805.9321,B,R,2011-08-21T06:14:21.819000Z,2011-08-21T06:16:02.903000Z,0 days 00:01:41.084000
273,277,2011,233,2011-08-21,05:54:27.019,05:54:35.850,05:54:42.400,6.55,51.53036,A,L,2011-08-21T05:54:27.019000Z,2011-08-21T05:54:58.120000Z,0 days 00:01:30
274,278,2011,232,2011-08-20,13:27:40.610,13:27:48.700,13:27:54.700,6.0,47.0628,A,L,2011-08-20T13:27:40.610000Z,2011-08-20T13:28:11.910000Z,0 days 00:01:30
275,279,2011,231,2011-08-19,00:39:36.803,00:39:56.150,00:40:10.500,14.35,117.66297,A,L,2011-08-19T00:39:36.803000Z,2011-08-19T00:40:25.652000Z,0 days 00:01:30
